call_id,caller_number,callee_number,start_time,end_time,duration
f3ffe0ff-873e-4d5e-8e05-b6069517c7fa,+21650670844,+21650008775,2025-01-19T00:33:28.847401585+00:00,2025-01-19T01:23:28.847401585+00:00,3000
b41e710d-3589-458e-836b-90ed432e97d6,+21650042565,+21650149904,2025-01-19T00:33:28.847406185+00:00,2025-01-19T00:50:12.847406185+00:00,1004
13aab1e9-141b-43b2-bf9a-11716a0cbc6e,+21650178694,+21650733324,2025-01-19T00:33:28.847410685+00:00,2025-01-19T00:43:09.847410685+00:00,581
657af28b-5e89-47d9-a786-a5445463c983,+21650231881,+21650194210,2025-01-19T00:33:28.847415285+00:00,2025-01-19T01:02:58.847415285+00:00,1770
da7b0ee7-1e9c-4e68-9380-d398ce88ad36,+21650179700,+21650926357,2025-01-19T00:33:28.847437186+00:00,2025-01-19T01:17:31.847437186+00:00,2643
22b381c7-ccc6-46a6-81bb-ddf1e60ef147,+21650719022,+21650260069,2025-01-19T00:33:28.847441886+00:00,2025-01-19T01:06:14.847441886+00:00,1966
f02d2d66-4280-4764-ae63-1d905903f2be,+21650927443,+21650930645,2025-01-19T00:33:28.847446386+00:00,2025-01-19T01:17:22.847446386+00:00,2634
15a62907-658f-4ee5-b944-27983ffda746,+21650618313,+21650757365,2025-01-19T00:33:28.847450886+00:00,2025-01-19T01:26:44.847450886+00:00,3196
0b77ddc0-8264-47b6-b080-9684dd1e8e18,+21650290289,+21650246027,2025-01-19T00:33:28.847455386+00:00,2025-01-19T00:50:48.847455386+00:00,1040
102cf7b7-b5a7-445f-bd96-654047cfc667,+21650508627,+21650833259,2025-01-19T00:33:28.847459786+00:00,2025-01-19T00:36:37.847459786+00:00,189
8e0be616-bf15-45f4-a089-95299f14af49,+21650765671,+21650062340,2025-01-19T00:33:28.847464386+00:00,2025-01-19T00:55:15.847464386+00:00,1307
69d279a9-0fea-4a35-a478-78dd24cb033b,+21650298308,+21650155179,2025-01-19T00:33:28.847468986+00:00,2025-01-19T01:13:21.847468986+00:00,2393
6294c767-6b7c-48cf-867e-bf11a9ca29ea,+21650909939,+21650141159,2025-01-19T00:33:28.847473486+00:00,2025-01-19T00:33:56.847473486+00:00,28
15d0ce01-124f-4680-82db-ad44d457ba39,+21650275103,+21650218238,2025-01-19T00:33:28.847478386+00:00,2025-01-19T00:41:11.847478386+00:00,463
b7e74329-0b39-4f9c-8820-28301282df62,+21650172387,+21650323027,2025-01-19T00:33:28.847482886+00:00,2025-01-19T00:59:52.847482886+00:00,1584
bbf2b78f-bdd8-472b-8844-fab889e032c0,+21650256678,+21650356178,2025-01-19T00:33:28.847487286+00:00,2025-01-19T01:22:15.847487286+00:00,2927
05c3aed0-456a-4b2a-ae2b-26ccaf37f56f,+21650674938,+21650892299,2025-01-19T00:33:28.847491686+00:00,2025-01-19T00:38:31.847491686+00:00,303
6e23e963-eaf1-480f-a5a5-feae966ee9f8,+21650402150,+21650717663,2025-01-19T00:33:28.847496086+00:00,2025-01-19T00:42:41.847496086+00:00,553
d1dbe5fa-4c0e-4d5d-a3db-08c6f6f766c2,+21650315336,+21650586774,2025-01-19T00:33:28.847500387+00:00,2025-01-19T00:58:14.847500387+00:00,1486
119d5934-4191-4356-83c9-e1830d8f534e,+21650966582,+21650999460,2025-01-19T00:33:28.847504787+00:00,2025-01-19T00:55:12.847504787+00:00,1304
616eb260-b417-498d-8388-8b4074baa9e4,+21650752885,+21650712229,2025-01-19T00:33:28.847509187+00:00,2025-01-19T00:59:33.847509187+00:00,1565
e5b9e3a4-c5ba-4021-b10f-a5120e745cd5,+21650984470,+21650982328,2025-01-19T00:33:28.847513487+00:00,2025-01-19T00:53:22.847513487+00:00,1194
9e60d7e5-b255-4980-8db6-cb29c5d9d1c4,+21650527296,+21650889895,2025-01-19T00:33:28.847517987+00:00,2025-01-19T01:20:30.847517987+00:00,2822
f40d7ec6-d6ad-4b7b-a8b7-d2d50925b3f2,+21650179381,+21650408137,2025-01-19T00:33:28.847524387+00:00,2025-01-19T01:24:25.847524387+00:00,3057
15022472-8ff8-4817-998f-e367b89384a1,+21650677691,+21650360376,2025-01-19T00:33:28.847546087+00:00,2025-01-19T00:51:40.847546087+00:00,1092
b6ea3f93-faa9-414e-99cf-2c6459154e8f,+21650723291,+21650015355,2025-01-19T00:33:28.847550687+00:00,2025-01-19T00:55:41.847550687+00:00,1333
9821a509-9690-473e-b261-4756f4a8c6cc,+21650944050,+21650085821,2025-01-19T00:33:28.847555187+00:00,2025-01-19T01:08:54.847555187+00:00,2126
6f94d476-1ca4-4514-a61d-e4599df1fae5,+21650598436,+21650599741,2025-01-19T00:33:28.847559587+00:00,2025-01-19T00:40:57.847559587+00:00,449
ad5d911d-1cf7-4d0d-8292-b1d816836100,+21650490168,+21650655297,2025-01-19T00:33:28.847567587+00:00,2025-01-19T01:12:53.847567587+00:00,2365
d4dadff1-ed1b-4d1f-809e-9dd1e1ad4826,+21650862289,+21650711956,2025-01-19T00:33:28.847572088+00:00,2025-01-19T00:57:33.847572088+00:00,1445
d9a580bf-aa3c-4043-8cc7-e6e38baa7e99,+21650529383,+21650814880,2025-01-19T00:33:28.847583488+00:00,2025-01-19T01:01:29.847583488+00:00,1681
2b3dc8f6-c849-4f8f-ae7d-e3e7dd3f0d16,+21650369784,+21650963100,2025-01-19T00:33:28.847588388+00:00,2025-01-19T00:46:53.847588388+00:00,805
6d210f34-af39-43a1-bee5-4d0a3bd5da73,+21650434898,+21650038728,2025-01-19T00:33:28.847592988+00:00,2025-01-19T01:28:54.847592988+00:00,3326
51acdae0-a0d8-484a-a3b9-9a5ed4fd4a5d,+21650790114,+21650788188,2025-01-19T00:33:28.847597488+00:00,2025-01-19T01:21:38.847597488+00:00,2890
65131dd7-82b1-477d-ace6-9caf358f347e,+21650040806,+21650018992,2025-01-19T00:33:28.847601988+00:00,2025-01-19T00:37:38.847601988+00:00,250
97c49e30-17e7-4d2a-8704-9efebacfe5d2,+21650399086,+21650919902,2025-01-19T00:33:28.847606488+00:00,2025-01-19T01:20:00.847606488+00:00,2792
e5d67ec7-16a6-4322-a297-3faec82ad971,+21650836678,+21650435664,2025-01-19T00:33:28.847610888+00:00,2025-01-19T01:18:44.847610888+00:00,2716
8e053903-162c-40be-ac76-58287aed22c1,+21650089089,+21650670445,2025-01-19T00:33:28.847615488+00:00,2025-01-19T00:43:37.847615488+00:00,609
0ad44919-8c25-4256-9d41-d1c2e5dcb710,+21650541194,+21650790054,2025-01-19T00:33:28.847619988+00:00,2025-01-19T00:52:48.847619988+00:00,1160
c8afbaea-1665-41c0-b17a-9008bd785e62,+21650907425,+21650833580,2025-01-19T00:33:28.847624588+00:00,2025-01-19T01:07:00.847624588+00:00,2012
1278944f-45c2-49f3-b632-59999177318c,+21650495065,+21650055159,2025-01-19T00:33:28.847629088+00:00,2025-01-19T01:16:50.847629088+00:00,2602
58a6d34b-9bf9-4155-a2a5-0c73dc991608,+21650582377,+21650938178,2025-01-19T00:33:28.847633488+00:00,2025-01-19T01:01:48.847633488+00:00,1700
e8c49275-d33b-41c0-a37b-d01f918b3d1f,+21650882214,+21650430795,2025-01-19T00:33:28.847655189+00:00,2025-01-19T01:31:05.847655189+00:00,3457
d561a33f-dd17-4064-aa9d-eaf59accb230,+21650501816,+21650399827,2025-01-19T00:33:28.847659889+00:00,2025-01-19T01:21:46.847659889+00:00,2898
e7334f8a-1b6e-417c-8ddb-922999b4e6b5,+21650155919,+21650984087,2025-01-19T00:33:28.847664389+00:00,2025-01-19T00:42:36.847664389+00:00,548
4ffc5971-f1c5-46b0-a8be-439d4ea75105,+21650205544,+21650011284,2025-01-19T00:33:28.847668889+00:00,2025-01-19T01:11:59.847668889+00:00,2311
3478e8db-67d5-4a1c-a110-671282f7c265,+21650681169,+21650347194,2025-01-19T00:33:28.847673389+00:00,2025-01-19T01:01:34.847673389+00:00,1686
487fe9e5-f45c-40b9-b796-3a54ee7b5332,+21650739600,+21650121304,2025-01-19T00:33:28.847679989+00:00,2025-01-19T01:20:11.847679989+00:00,2803
43aeec8a-4200-4fa8-afb0-c3833c0b5343,+21650791507,+21650800774,2025-01-19T00:33:28.847684489+00:00,2025-01-19T01:05:12.847684489+00:00,1904
cf7cb6f8-3be5-442b-824d-5088dbda24f8,+21650485603,+21650533639,2025-01-19T00:33:28.847688889+00:00,2025-01-19T01:16:28.847688889+00:00,2580
fd422f66-e7fd-43ed-9f67-5a27f6ac8b64,+21650854581,+21650669959,2025-01-19T00:33:28.847693489+00:00,2025-01-19T00:39:11.847693489+00:00,343
a5bc153f-4d20-435f-9c75-8def1b95b90a,+21650752675,+21650778713,2025-01-19T00:33:28.847698089+00:00,2025-01-19T00:34:49.847698089+00:00,81
9e2f18f5-5fc6-4f3c-b9d6-f37f87ebdd0a,+21650142059,+21650712802,2025-01-19T00:33:28.847702589+00:00,2025-01-19T01:17:04.847702589+00:00,2616
7c9a0c85-9330-4304-822c-252de82bdbf3,+21650594725,+21650260584,2025-01-19T00:33:28.847707090+00:00,2025-01-19T01:09:25.847707090+00:00,2157
0a413c30-795b-4faa-abe9-1d561cc2dc85,+21650461005,+21650415662,2025-01-19T00:33:28.847711590+00:00,2025-01-19T00:59:15.847711590+00:00,1547
1bdcc180-fee5-4593-8d30-6fc24a12ee04,+21650779001,+21650654043,2025-01-19T00:33:28.847716090+00:00,2025-01-19T00:58:10.847716090+00:00,1482
37fd2fad-8a25-41a5-933d-45d39cf30751,+21650805224,+21650869072,2025-01-19T00:33:28.847720490+00:00,2025-01-19T01:29:00.847720490+00:00,3332
82fd4a9e-4a74-4dcc-a7fd-28efc92b8918,+21650684790,+21650799067,2025-01-19T00:33:28.847725090+00:00,2025-01-19T01:23:41.847725090+00:00,3013
fa7955d8-d06d-48bf-8437-f432a5791f14,+21650466874,+21650988627,2025-01-19T00:33:28.847729690+00:00,2025-01-19T00:51:25.847729690+00:00,1077
987a3a35-0098-4441-9037-e79707fad4e2,+21650415540,+21650552793,2025-01-19T00:33:28.847734190+00:00,2025-01-19T00:50:37.847734190+00:00,1029
30234276-13c5-4011-ad4a-86b5eb5ec472,+21650387483,+21650455128,2025-01-19T00:33:28.847738690+00:00,2025-01-19T00:34:17.847738690+00:00,49
a6f6aa66-05d2-47ab-9dc2-61c6faaf376c,+21650851487,+21650961705,2025-01-19T00:33:28.847743690+00:00,2025-01-19T01:02:41.847743690+00:00,1753
a8edb763-171c-45b0-b692-310ee104f5da,+21650193836,+21650292416,2025-01-19T00:33:28.847765290+00:00,2025-01-19T01:19:09.847765290+00:00,2741
f9d366d3-0f8b-46fe-8993-1a11c2ab2e7e,+21650564038,+21650328419,2025-01-19T00:33:28.847769890+00:00,2025-01-19T00:52:08.847769890+00:00,1120
1abff08d-887d-4b0b-b614-846c2bdc78fe,+21650157567,+21650978103,2025-01-19T00:33:28.847774391+00:00,2025-01-19T01:13:00.847774391+00:00,2372
49d65c27-ca96-4a16-a29b-d55570819e11,+21650382372,+21650757716,2025-01-19T00:33:28.847778891+00:00,2025-01-19T00:34:45.847778891+00:00,77
709b22ee-55d8-4287-b3e4-af1b61160bdf,+21650054525,+21650988683,2025-01-19T00:33:28.847783291+00:00,2025-01-19T00:41:09.847783291+00:00,461
a30fb7d1-9df6-4dac-ad0e-90e49b0df794,+21650561467,+21650066269,2025-01-19T00:33:28.847787691+00:00,2025-01-19T01:25:27.847787691+00:00,3119
292baf4f-0285-4a3b-806b-1e97cf8a1dd1,+21650192056,+21650243119,2025-01-19T00:33:28.847792091+00:00,2025-01-19T01:28:40.847792091+00:00,3312
21e60b02-28e1-4625-8378-bf75d862013c,+21650437221,+21650827097,2025-01-19T00:33:28.847798691+00:00,2025-01-19T01:21:24.847798691+00:00,2876
ea099697-88e0-4943-8810-7aee0f9df727,+21650322582,+21650045057,2025-01-19T00:33:28.847803091+00:00,2025-01-19T00:44:17.847803091+00:00,649
f88db314-ee8b-45a9-9947-b9d52dacddcb,+21650366350,+21650202716,2025-01-19T00:33:28.847807591+00:00,2025-01-19T01:00:57.847807591+00:00,1649
811e3620-ccf1-4326-bc13-7b0831d0b4d5,+21650700626,+21650111714,2025-01-19T00:33:28.847811891+00:00,2025-01-19T01:18:05.847811891+00:00,2677
c601d309-d7f5-47dc-944b-389210d7b4b4,+21650433249,+21650997060,2025-01-19T00:33:28.847816291+00:00,2025-01-19T01:11:18.847816291+00:00,2270
0796f390-6db0-4f66-bd42-512c2135e471,+21650393766,+21650270680,2025-01-19T00:33:28.847820691+00:00,2025-01-19T00:51:47.847820691+00:00,1099
efa6bf76-ea49-4338-b712-fbbe6605464e,+21650022132,+21650059912,2025-01-19T00:33:28.847824991+00:00,2025-01-19T00:34:00.847824991+00:00,32
577f5c83-c073-4e2a-8320-8c4b702a428e,+21650640933,+21650038372,2025-01-19T00:33:28.847829391+00:00,2025-01-19T00:39:25.847829391+00:00,357
dc9ac234-dc8c-4db9-8319-c5512b9b95b9,+21650077398,+21650719488,2025-01-19T00:33:28.847833791+00:00,2025-01-19T00:35:09.847833791+00:00,101
9a3c44a1-dace-4138-8d74-e791a90cdb11,+21650068546,+21650261007,2025-01-19T00:33:28.847838191+00:00,2025-01-19T01:14:44.847838191+00:00,2476
d589deb3-fec6-4e90-93f8-f1b6a3b70ea5,+21650603225,+21650406092,2025-01-19T00:33:28.847842692+00:00,2025-01-19T01:23:02.847842692+00:00,2974
994b9eb7-ff83-4928-bae3-80a38f40ccd1,+21650911586,+21650359138,2025-01-19T00:33:28.847846992+00:00,2025-01-19T00:37:37.847846992+00:00,249
d02ea7c5-fc35-4d06-80bb-03f26c12b5da,+21650188824,+21650037435,2025-01-19T00:33:28.847868492+00:00,2025-01-19T00:49:51.847868492+00:00,983
943caa32-99dc-41b7-af2a-5c92ebec09cb,+21650321940,+21650884647,2025-01-19T00:33:28.847873192+00:00,2025-01-19T01:23:32.847873192+00:00,3004
076af116-80fb-4793-8e97-aad2a5e13217,+21650537421,+21650776274,2025-01-19T00:33:28.847877692+00:00,2025-01-19T00:42:20.847877692+00:00,532
d15a5d09-8c80-45a1-8ef3-92fa2ce4e547,+21650851800,+21650756015,2025-01-19T00:33:28.847884292+00:00,2025-01-19T00:46:57.847884292+00:00,809
482a6d14-8795-4066-b9bf-79a388c3a941,+21650204782,+21650153467,2025-01-19T00:33:28.847888692+00:00,2025-01-19T01:04:49.847888692+00:00,1881
037f6af0-48ee-4da6-adca-9c864878f710,+21650265379,+21650599692,2025-01-19T00:33:28.847893092+00:00,2025-01-19T01:21:54.847893092+00:00,2906
fbd3d72a-4e81-4857-8484-8324eb877ed8,+21650227505,+21650716597,2025-01-19T00:33:28.847897492+00:00,2025-01-19T01:30:49.847897492+00:00,3441
81cbc961-2b10-49da-83ae-b0c2b74907eb,+21650294117,+21650217966,2025-01-19T00:33:28.847901892+00:00,2025-01-19T00:59:19.847901892+00:00,1551
79711f99-1970-4760-9f00-66622248102a,+21650902803,+21650182893,2025-01-19T00:33:28.847906292+00:00,2025-01-19T01:00:20.847906292+00:00,1612
94977c7e-c726-4df5-bc57-c1e4fcd82a2d,+21650218879,+21650719888,2025-01-19T00:33:28.847910692+00:00,2025-01-19T01:22:54.847910692+00:00,2966
c3c0056f-9c1b-4d4a-8456-49ca038653f5,+21650523302,+21650086749,2025-01-19T00:33:28.847915093+00:00,2025-01-19T00:46:24.847915093+00:00,776
61491f43-a880-47a9-bf06-4840c07c9551,+21650810919,+21650623899,2025-01-19T00:33:28.847919493+00:00,2025-01-19T00:38:43.847919493+00:00,315
3525cc63-34b9-4b72-91bb-394781dc4bf6,+21650273282,+21650434107,2025-01-19T00:33:28.847923893+00:00,2025-01-19T00:40:53.847923893+00:00,445
2e8cc84a-0f62-488d-ac21-38485fabbd80,+21650264850,+21650939099,2025-01-19T00:33:28.847939793+00:00,2025-01-19T00:42:32.847939793+00:00,544
b8ed0252-e2c0-45d4-bf93-105d80a6a1b1,+21650164871,+21650814694,2025-01-19T00:33:28.847944493+00:00,2025-01-19T01:14:07.847944493+00:00,2439
150f0ad6-7505-44d9-accb-c70524a269ef,+21650030541,+21650309865,2025-01-19T00:33:28.847949193+00:00,2025-01-19T00:49:19.847949193+00:00,951
0cbaf0f3-5eb6-4d7b-91cd-ef6d37d15c26,+21650504206,+21650920909,2025-01-19T00:33:28.847953693+00:00,2025-01-19T00:40:08.847953693+00:00,400
761f477c-b6ee-4f1e-bd5e-2e45dd8c7666,+21650291027,+21650845459,2025-01-19T00:33:28.847958193+00:00,2025-01-19T01:17:04.847958193+00:00,2616
260c8bcd-db3d-47b8-9cfb-831fcfa024b5,+21650379148,+21650635003,2025-01-19T00:33:28.847962693+00:00,2025-01-19T01:13:23.847962693+00:00,2395
b4030833-e5d9-4e18-b6d9-ab333212c5df,+21650890141,+21650611227,2025-01-19T00:33:28.847967193+00:00,2025-01-19T01:04:41.847967193+00:00,1873
e7d86e20-7a08-44d9-bbc4-de478178632f,+21650171196,+21650506520,2025-01-19T00:33:28.847988694+00:00,2025-01-19T00:35:09.847988694+00:00,101
de5eac56-100b-4e50-911f-a38bbe650043,+21650203408,+21650353276,2025-01-19T00:33:28.847993594+00:00,2025-01-19T01:21:43.847993594+00:00,2895
e8498d57-d23f-43fe-a302-d08ec5ab7083,+21650510311,+21650069757,2025-01-19T00:33:28.847998194+00:00,2025-01-19T00:41:13.847998194+00:00,465
c175e240-3fa8-4798-bc6d-2a2532182b1e,+21650959284,+21650961100,2025-01-19T00:33:28.848004794+00:00,2025-01-19T01:15:15.848004794+00:00,2507
405218c6-501b-4762-86a8-6caa33cfa2dc,+21650377127,+21650013106,2025-01-19T00:33:28.848009294+00:00,2025-01-19T00:47:09.848009294+00:00,821
dcac64f6-c557-494e-8b66-bafbc50244ae,+21650295754,+21650433271,2025-01-19T00:33:28.848013794+00:00,2025-01-19T00:58:16.848013794+00:00,1488
c8eeb57c-544a-456d-90ed-a47880f0d176,+21650530186,+21650036417,2025-01-19T00:33:28.848018294+00:00,2025-01-19T01:17:26.848018294+00:00,2638
b750f466-ddbf-43ce-859b-facaddef0d71,+21650509597,+21650212323,2025-01-19T00:33:28.848022794+00:00,2025-01-19T00:47:29.848022794+00:00,841
cf4f45ba-afec-4c42-84d8-80f531a2475d,+21650844845,+21650861199,2025-01-19T00:33:28.848027294+00:00,2025-01-19T01:00:18.848027294+00:00,1610
14a0ccdb-2ad2-4309-8feb-da272f66afb1,+21650652572,+21650347738,2025-01-19T00:33:28.848031694+00:00,2025-01-19T00:46:00.848031694+00:00,752
debab8ce-a433-44c4-bb48-4eed47102808,+21650874903,+21650811007,2025-01-19T00:33:28.848036294+00:00,2025-01-19T00:56:52.848036294+00:00,1404
64b27cb9-0388-487d-9539-452829b79d65,+21650635271,+21650267529,2025-01-19T00:33:28.848040694+00:00,2025-01-19T00:58:56.848040694+00:00,1528
d3d02f98-457e-4518-bf5a-01c69fc1f64a,+21650880252,+21650160660,2025-01-19T00:33:28.848045194+00:00,2025-01-19T01:32:12.848045194+00:00,3524
517ff328-e495-489c-b064-715105dca506,+21650107638,+21650123722,2025-01-19T00:33:28.848049695+00:00,2025-01-19T00:58:04.848049695+00:00,1476
5b449008-baa5-4058-af5c-6cc701a1a6e1,+21650120347,+21650929199,2025-01-19T00:33:28.848054195+00:00,2025-01-19T01:29:41.848054195+00:00,3373
7e550b91-14a7-4044-b14b-0f818dc4d4de,+21650554075,+21650171231,2025-01-19T00:33:28.848058695+00:00,2025-01-19T01:24:53.848058695+00:00,3085
f7077b78-0baf-4cc0-9f37-46f0a526e6ce,+21650297754,+21650799630,2025-01-19T00:33:28.848063295+00:00,2025-01-19T01:11:00.848063295+00:00,2252
3b217add-3bcc-4ec3-91c0-b6b1b5c0fa35,+21650525586,+21650082035,2025-01-19T00:33:28.848067795+00:00,2025-01-19T00:58:17.848067795+00:00,1489
58992e91-e6dc-47ce-8757-e0fb1941d3a3,+21650966988,+21650002533,2025-01-19T00:33:28.848072395+00:00,2025-01-19T01:10:45.848072395+00:00,2237
7c5eb53e-7a30-40a8-931f-4f036e78e870,+21650186187,+21650691114,2025-01-19T00:33:28.848115495+00:00,2025-01-19T01:18:35.848115495+00:00,2707
33df911b-ee8e-48d9-b157-3037c21169e3,+21650851367,+21650940222,2025-01-19T00:33:28.848121896+00:00,2025-01-19T01:12:57.848121896+00:00,2369
b9b5aff9-f1b1-4bc8-a9d6-bc1f4412c5b0,+21650148111,+21650012296,2025-01-19T00:33:28.848126496+00:00,2025-01-19T01:32:23.848126496+00:00,3535
40129ee8-b7a3-4555-b5f9-e2b7086a35d0,+21650254653,+21650687097,2025-01-19T00:33:28.848130996+00:00,2025-01-19T00:53:43.848130996+00:00,1215
d96cc334-31da-4519-88e3-9c805b46aa93,+21650713173,+21650398565,2025-01-19T00:33:28.848135596+00:00,2025-01-19T00:42:41.848135596+00:00,553
625aa522-7d53-4f1d-ab0b-17ee1f387df2,+21650906922,+21650875383,2025-01-19T00:33:28.848139996+00:00,2025-01-19T00:48:33.848139996+00:00,905
6e2baa40-5751-4dd2-8508-9cbec6e98159,+21650191974,+21650830110,2025-01-19T00:33:28.848144596+00:00,2025-01-19T01:20:54.848144596+00:00,2846
d2df97e1-8b28-49a7-9740-3d8ad256e920,+21650034035,+21650688632,2025-01-19T00:33:28.848148996+00:00,2025-01-19T01:08:38.848148996+00:00,2110
fc32b1ae-8288-425e-9acc-f5b64939091e,+21650835712,+21650612006,2025-01-19T00:33:28.848153596+00:00,2025-01-19T00:53:17.848153596+00:00,1189
150f81d6-ef1b-4bf8-8a53-c4575a95b3ac,+21650396706,+21650430633,2025-01-19T00:33:28.848157996+00:00,2025-01-19T01:01:20.848157996+00:00,1672
8776288b-1bd5-4e84-bfd6-80b474994f70,+21650991701,+21650716318,2025-01-19T00:33:28.848162496+00:00,2025-01-19T00:42:26.848162496+00:00,538
